"id","name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"1154","Stanley, Miss. Amy Zillah Elsie","female",24,"3rd","S","England",2314,7.11,"0","0","yes"
"1155","Stanley, Mr. Rowland Edwin","male",22,"3rd","S","England",45380,8.01,"0","0","no"
"1156","Stanton, Mr. Samuel Ward","male",42,"2nd","C","United States",237734,15,"0","0","no"
"1157","Stead, Mr. William Thomas","male",62,"1st","S","England",113514,26.11,"0","0","no"
"1158","Stengel, Mr. Charles Emil Henry","male",54,"1st","C","United States",11778,55.081,"1","0","yes"
"1159","Stengel, Mrs. Annie May","female",43,"1st","C","Ireland",11778,55.081,"1","0","yes"
"1160","Stephenson, Mrs. Martha","female",52,"1st","C","United States",36947,78.0504,"1","0","yes"
"1161","Stewart, Mr. Albert Ankeny","male",64,"1st","C","United States",17605,27.1405,"0","0","no"
"1162","Stokes, Mr. Philip Joseph","male",24,"2nd","S","England",13540,10.1,"0","0","no"
"1163","Stone, Mrs. Martha Evelyn","female",61,"1st","S","United States",113572,80,"0","0","yes"
"1164","Storey, Mr. Thomas","male",59,"3rd","S","England",370160,NA,"0","0","no"
"1165","Stoytcheff, Mr. Ilia","male",19,"3rd","S","Bulgaria",349205,7.1711,"0","0","no"
"1166","Strandberg, Miss. Ida Sofia","female",22,"3rd","S","Finland",7553,9.1609,"0","0","no"
"1167","Strandén, Mr. Juho Niilosson","male",30,"3rd","S","Finland",3101288,7.1806,"0","0","yes"
"1168","Straus, Mr. Isidor","male",67,"1st","S","United States",17483,221.1507,"1","0","no"
"1169","Straus, Mrs. Rosalie Ida","female",63,"1st","S","Germany",17483,221.1507,"1","0","no"
"1170","Strilic, Mr. Ivan","male",27,"3rd","S","Croatia",315083,8.1303,"0","0","no"
"1171","Ström, Miss. Telma Matilda","female",2,"3rd","S","United States",347054,10.0903,"0","1","no"
"1172","Ström, Mrs. Elna Matilda","female",29,"3rd","S","Sweden",347054,10.0903,"1","1","no"
"1173","Sunderland, Mr. Victor Francis","male",20,"3rd","S","England",392089,8.01,"0","0","yes"
"1174","Sundman, Mr. Johan Julian","male",44,"3rd","S","Finland",3101269,7.1806,"0","0","yes"
"1175","Sutehall, Mr. Henry Jr","male",25,"3rd","S","England",392076,7.01,"0","0","no"
"1176","Sutton, Mr. Frederick","male",61,"1st","S","England",36963,32.0605,"0","0","no"
"1177","Svensson, Mr. Johan","male",74,"3rd","S","Sweden",347060,7.1506,"0","0","no"
"1178","Svensson, Mr. Johan Cervin","male",14,"3rd","S","Sweden",7538,9.0406,"0","0","yes"
"1179","Svensson, Mr. Olof","male",24,"3rd","S","Sweden",350035,7.1511,"0","0","no"
"1180","Swane, Mr. George","male",19,"2nd","S","England",248734,13,"0","0","no"
"1181","Sweet, Mr. George Frederick","male",14,"2nd","S","England",220845,65,"0","0","no"
"1182","Swift, Mrs. Margaret Welles","female",46,"1st","S","United States",17466,25.1807,"0","0","yes"
"1183","Tannūs, Master. As'ad","male",0.4166666667,"3rd","C","Lebanon",2625,8.1004,"0","1","yes"
"1184","Tannūs, Mr. Bashīr","male",30,"3rd","C","Lebanon",2621,6.0809,"1","0","no"
"1185","Tannūs, Mrs. Thamīn","female",16,"3rd","C","Lebanon",2625,8.1004,"1","1","yes"
"1186","Taussig, Miss. Ruth","female",18,"1st","S","United States",110413,79.13,"0","2","yes"
"1187","Taussig, Mr. Emil","male",52,"1st","S","United States",110413,79.13,"1","1","no"
"1188","Taussig, Mrs. Tillie","female",39,"1st","S","United States",110413,79.13,"1","1","yes"
"1189","Taylor, Mr. Elmer Zebley","male",48,"1st","S","United States",19996,52,"1","0","yes"
"1190","Taylor, Mr. Percy Cornelius","male",40,"2nd","S","England",250654,NA,NA,NA,"no"
"1191","Taylor, Mrs. Juliet Cummins","female",49,"1st","S","United States",19996,52,"1","0","yes"
"1192","Tenglin, Mr. Gunnar Isidor","male",25,"3rd","S","Sweden",350033,7.1511,"0","0","yes"
"1193","Thayer, Mr. John Borland","male",49,"1st","C","United States",17421,110.1708,"1","1","no"
"1194","Thayer, Mr. John Borland jr","male",17,"1st","C","United States",17421,110.1708,"0","2","yes"
"1195","Thayer, Mrs. Marian Longstreth","female",39,"1st","C","United States",17421,110.1708,"1","1","yes"
"1196","Theobald, Mr. Thomas Leonard","male",34,"3rd","S","England",363294,8.01,"0","0","no"
"1197","Thomas/Tannous, Mr. John","male",34,"3rd","C",NA,2681,6.0809,"0","0","no"
"1198","Thomas/Tannous, Mr. Tannous","male",16,"3rd","C",NA,2684,7.0406,"0","0","no"
"1199","Thompson, Mr. Alexander Mellis","male",37,"3rd","S","Scotland",32302,8.01,"0","0","no"
"1200","Thorne, Miss. Gertrude Maybelle","female",38,"1st","C","United States",17585,80,"0","0","yes"
"1201","Thorneycroft, Mr. Percival","male",37,"3rd","S","England",376564,16.02,"1","0","no"
"1202","Thorneycroft, Mrs. Florence Kate","female",33,"3rd","S","England",376564,16.02,"1","0","yes"
"1203","Tikkanen, Mr. Juho","male",32,"3rd","S","Finland",3101293,7.1806,"0","0","no"
"1204","Tobin, Mr. Roger","male",20,"3rd","Q","Ireland",383121,7.15,"0","0","no"
"1205","Todoroff, Mr. Lalio","male",23,"3rd","S","Bulgaria",349216,7.1711,"0","0","no"
"1206","Tomlin, Mr. Ernest Portage","male",22,"3rd","S","England",364499,8.01,"0","0","no"
"1207","Toomey, Miss. Ellen Mary","female",48,"2nd","S","Ireland",13531,10.1,"0","0","yes"
"1208","Törber, Mr. Ernst Wilhelm","male",41,"3rd","S","England",364511,8.01,"0","0","no"
"1209","Torfa, Mr. Assad","male",20,"3rd","C","Lebanon",2673,7.0407,"0","0","no"
"1210","Törnquist, Mr. William Henry","male",26,"3rd","S","Sweden",NA,NA,"0","0","yes"
"1211","Totevski, Mr. Hristo Danchev","male",25,"3rd","S","Bulgaria",349203,7.1711,"0","0","no"
"1212","Troupiansky, Mr. Moses Aaron","male",23,"2nd","S","England",233639,13,"0","0","no"
"1213","Trout, Mrs. Jessie Laird","female",27,"2nd","S","Scotland",240929,12.13,"0","0","yes"
"1214","Troutt, Miss. Edwina Celia","female",27,"2nd","S","England",34218,10.1,"0","0","yes"
"1215","Tucker, Mr. Gilbert Milligan jr","male",31,"1st","C","United States",2543,28.1009,"0","0","yes"
"1216","Tu'mah, Master. Jirjis Yūsuf","male",8,"3rd","C","Lebanon",2650,15.0411,"1","1","yes"
"1217","Tu'mah, Miss. Mariyam","female",9,"3rd","C","Lebanon",2650,15.0411,"1","1","yes"
"1218","Tu'mah, Mrs. Hinnah","female",27,"3rd","C","Lebanon",2650,15.0411,"0","2","yes"
"1219","Turcin, Mr. Stjepan","male",36,"3rd","S","Croatia",349247,7.1711,"0","0","no"
"1220","Turja, Miss. Anna Sofia","female",18,"3rd","S","Finland",4138,9.161,"0","0","yes"
"1221","Turkula, Mrs. Hedwig","female",63,"3rd","S","Finland",4134,9.1109,"0","0","yes"
"1222","Turpin, Mrs. Dorothy Ann","female",26,"2nd","S","England",11668,21,"1","0","no"
"1223","Turpin, Mr. William John","male",29,"2nd","S","England",11668,21,"1","0","no"
"1224","Uruchurtu, Don. Manuel Ramirez","male",39,"1st","C","Mexico",17601,27.1405,"0","0","no"
"1225","van Billiard, Master. James William","male",10,"3rd","S","England",851,14.1,"1","1","no"
"1226","van Billiard, Master. Walter John","male",9,"3rd","S","England",851,14.1,"1","1","no"
"1227","van Billiard, Mr. Austin Blyler","male",35,"3rd","S","England",851,14.1,"0","2","no"
"1228","Van den Steen, Mr. Leo Peter","male",28,"3rd","S","Belgium",345783,9.1,"0","0","no"
"1229","Vandercruyssen, Mr. Victor","male",46,"3rd","S","Belgium",345765,9,"0","0","no"
"1230","Van der hoef, Mr. Wyckoff","male",61,"1st","S","United States",111240,33.1,"0","0","no"
"1231","Vanderplancke, Miss. Augusta Maria","female",18,"3rd","S","Belgium",345764,18,"2","0","no"
"1232","Vanderplancke, Mr. Julius","male",31,"3rd","S","Belgium",345763,18,"3","0","no"
"1233","Vanderplancke, Mr. Leo Edmondus","male",15,"3rd","S","Belgium",345763,18,"2","0","no"
"1234","Vanderplancke, Mrs. Emelie Maria","female",31,"3rd","S","Belgium",345763,18,"1","0","no"
"1235","Van de Velde, Mr. Johannes Josef","male",35,"3rd","S","Belgium",345780,9.1,"0","0","no"
"1236","Vandewalle, Mr. Nestor Cyriel","male",28,"3rd","S","Belgium",345770,9.1,"0","0","no"
"1237","Van Impe, Miss. Catharina","female",10,"3rd","S","Belgium",345773,24.03,"0","2","no"
"1238","Van Impe, Mr. Jean Baptiste","male",36,"3rd","S","Belgium",345773,24.03,"1","1","no"
"1239","Van Impe, Mrs. Rosalie Paula","female",30,"3rd","S","Belgium",345773,24.03,"1","1","no"
"1240","van Melckebeke, Mr. Philemon","male",23,"3rd","S","Belgium",345777,9.1,"0","0","no"
"1241","Vartanian, Mr. David","male",22,"3rd","C","Turkey",2658,7.0406,"0","0","yes"
"1242","Veal, Mr. James","male",40,"2nd","S","United States",28221,13,"0","0","no"
"1243","Vendel, Mr. Olof Edvin","male",20,"3rd","S","Sweden",350416,7.1701,"0","0","no"
"1244","Veström, Miss. Hulda Amanda Adolfina","female",14,"3rd","S","Sweden",350406,7.1701,"0","0","no"
"1245","Vovk, Mr. Janko","male",21,"3rd","S","Slovenia",349252,7.1711,"0","0","no"
"1246","Waelens, Mr. Achille","male",22,"3rd","S","Belgium",345767,9,"0","0","no"
"1247","Walker, Mr. William Anderson","male",48,"1st","S","United States",36967,34,"0","0","no"
"1248","Wallcroft, Miss. Ellen 'Nellie'","female",36,"2nd","S","England",13528,21,"0","0","yes"
"1249","Ward, Miss. Annie Moore","female",37,"1st","C",NA,17755,512.0607,"0","0","yes"
"1250","Ware, Mr. Frederick","male",35,"3rd","S","England",359309,8.01,"0","0","no"
"1251","Ware, Mr. John James","male",47,"2nd","S","England",31352,21,"1","0","no"
"1252","Ware, Mrs. Florence Louise","female",32,"2nd","S","England",31352,21,"0","0","yes"
"1253","Ware, Mr. William Jeffery","male",23,"2nd","S","England",28666,10.1,"1","0","no"
"1254","Warren, Mr. Charles William","male",31,"3rd","S","England",49867,7.11,"0","0","no"
"1255","Warren, Mr. Frank Manley","male",63,"1st","C","United States",110813,75.05,"1","0","no"
"1256","Warren, Mrs. Anna Sophia","female",60,"1st","C","England",110813,75.05,"1","0","yes"
"1257","Watson, Mr. Ennis Hastings","male",19,"2nd","B","Northern Ireland",239856,NA,"0","0","no"
"1258","Watt, Miss. Robertha Josephine","female",12,"2nd","S","Scotland",33595,15.15,"0","0","yes"
"1259","Watt, Mrs. Elizabeth","female",40,"2nd","S","Scotland",33595,15.15,"0","0","yes"
"1260","Wazli, Mr. Yousif Ahmed","male",23,"3rd","C","Lebanon",2647,7.0406,"0","0","no"
"1261","Webber, Miss. Susan","female",37,"2nd","S","England",27267,13,"0","0","yes"
"1262","Webber, Mr. James","male",66,"3rd","S","England",3101316,8.01,"0","0","no"
"1263","Weir, Colonel. John","male",59,"1st","S","United States",113800,26.11,"0","0","no"
"1264","Weisz, Mr. Léopold","male",37,"2nd","S","Hungary",228414,26,"1","0","no"
"1265","Weisz, Mrs. Mathilde Françoise","female",37,"2nd","S","England",228414,26,"1","0","yes"
"1266","Wells, Master. Ralph Lester","male",2,"2nd","S","England",29103,23,"1","1","yes"
"1267","Wells, Miss. Joan","female",4,"2nd","S","England",29103,23,"1","1","yes"
"1268","Wells, Mrs. Addie Dart","female",29,"2nd","S","England",29103,23,"0","2","yes"
"1269","Wennerström, Mr. August","male",27,"3rd","S","Sweden",350043,7.1511,"0","0","yes"
"1270","West, Miss. Barbara Joyce","female",0.8333333333,"2nd","S","England",34651,27.15,"1","2","yes"
"1271","West, Miss. Constance Mirium","female",4,"2nd","S","England",34651,27.15,"1","2","yes"
"1272","West, Mr. Edwy Arthur","male",36,"2nd","S","England",34651,27.15,"1","2","no"
"1273","West, Mrs. Ada Mary","female",33,"2nd","S","England",34651,27.15,"1","2","yes"
"1274","Wheadon, Mr. Edward Henry","male",65,"2nd","S","England",24579,10.1,"0","0","no"
"1275","Wheeler, Mr. Edwin Charles","male",26,"2nd","S","England",2159,12.1706,"0","0","no"
"1276","Whilems, Mr. Charles","male",31,"2nd","S","England",244270,13,"0","0","yes"
"1277","White, Mr. Percival Wayland","male",54,"1st","S","United States",35281,77.0509,"0","1","no"
"1278","White, Mr. Richard Frasar","male",21,"1st","S","United States",35281,77.0509,"0","1","no"
"1279","White, Mrs. Ella","female",55,"1st","C",NA,17760,135.1208,"0","0","yes"
"1280","Wick, Col. George Dennick","male",57,"1st","S","United States",36928,164.1704,"1","1","no"
"1281","Wick, Miss. Mary Natalie","female",31,"1st","S","United States",36928,164.1704,"0","2","yes"
"1282","Wick, Mrs. Mary Peebles","female",45,"1st","S","United States",36928,164.1704,"1","1","yes"
"1283","Widegren, Mr. Carl Peter","male",51,"3rd","S","Sweden",347064,7.15,"0","0","no"
"1284","Widener, Mr. George Dunton","male",50,"1st","S","United States",113503,211.1,"1","1","no"
"1285","Widener, Mr. Harry Elkins","male",27,"1st","S","United States",113503,211.1,"0","2","no"
"1286","Widener, Mrs. Eleanor","female",50,"1st","S","United States",113503,211.1,"1","1","yes"
"1287","Wiklund, Mr. Jakob Alfred","male",18,"3rd","S","Finland",3101267,6.0911,"1","0","no"
"1288","Wiklund, Mr. Karl Johan","male",21,"3rd","S","Finland",3101266,6.0911,"1","0","no"
"1289","Wilkes, Mrs. Ellen","female",47,"3rd","S","England",363272,7,"1","0","yes"
"1290","Wilkinson, Mrs. Elizabeth Anne","female",30,"2nd","S","England",2926,26,"1","0","yes"
"1291","Willard, Miss. Constance","female",21,"1st","S","United States",113795,26.11,"0","0","yes"
"1292","Willer, Mr. Aaron","male",37,"3rd","C",NA,3410,8.1403,"0","0","no"
"1293","Willey, Mr. Edward John","male",21,"3rd","S","Wales",751,7.11,"0","0","no"
"1294","Williams, Mr. Charles Duane","male",51,"1st","C","Switzerland",17597,61.0707,"0","1","no"
"1295","Williams, Mr. Charles Eugene","male",23,"2nd","S","England",244373,13,"0","0","yes"
"1296","Williams, Mr. Fletcher Fellowes Lambert","male",43,"1st","S","United States",113510,35,"0","0","no"
"1297","Williams, Mr. Howard Hugh","male",28,"3rd","S","England",2466,8.01,"0","0","no"
"1298","Williams, Mr. Leslie","male",28,"3rd","S","Wales",54636,16.02,"0","0","no"
"1299","Williams, Mr. Richard Norris II","male",21,"1st","C","Switzerland",17597,61.0707,"0","1","yes"
"1300","Wilson, Miss. Helen Alice","female",31,"1st","C",NA,16966,134.1,"0","0","yes"
"1301","Windeløv, Mr. Einar","male",21,"3rd","S","South Africa",3101317,7.05,"0","0","no"
"1302","Wirz, Mr. Albert","male",17,"3rd","S","Switzerland",315154,8.1303,"0","0","no"
"1303","Wiseman, Mr. Philippe","male",54,"3rd","S","England",34244,7.05,"0","0","no"
"1304","Wittevrongel, Mr. Camilius Aloysius","male",36,"3rd","S","Belgium",345771,9.1,"0","0","no"
"1305","Woodward, Mr. John Wesley","male",32,"2nd","S","England",250654,NA,NA,NA,"no"
"1306","Woolner, Mr. Hugh","male",46,"1st","S","England",19947,35.1,"0","0","yes"
"1307","Wright, Miss. Marion","female",26,"2nd","S","England",220844,13.1,"0","0","yes"
"1308","Wright, Mr. George","male",62,"1st","S","Canada",113807,26.11,"0","0","no"
"1309","Yasbeck, Mr. Antoni","male",27,"3rd","C","Lebanon",2659,14.0901,"1","0","no"
"1310","Yazbeck, Mrs. Selini","female",15,"3rd","C","Lebanon",2659,14.0901,"1","0","yes"
"1311","Young, Miss. Marie Grice","female",36,"1st","C","United States",17760,135.1208,"0","0","yes"
"1312","Yousseff (Abi Saab), Mr. Gerios","male",26,"3rd","C","Lebanon",2685,7.0406,"0","0","no"
"1313","Youssiff (Sam'aan), Mr. Gerios","male",45,"3rd","C","Lebanon",2628,7.0407,"0","0","no"
"1314","Yūsuf, Mrs. Kātrīn","female",23,"3rd","C","Lebanon",2668,22.0702,"0","2","yes"
"1315","Yvois, Miss. Henriette","female",24,"2nd","S","France",248747,13,"0","0","no"
"1316","Zakarian, Mr. Mapriededer","male",22,"3rd","C","Turkey",2656,7.0406,"0","0","no"
"1317","Zakarian, Mr. Ortin","male",27,"3rd","C","Turkey",2670,7.0406,"0","0","no"
"1318","Zenni, Mr. Philip","male",25,"3rd","C","Lebanon",2620,7.0406,"0","0","yes"
"1319","Zimmermann, Mr. Leo","male",29,"3rd","S","Germany",315082,7.1706,"0","0","no"
"1320","Abbott, Mr. Ernest Owen","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1321","Abrams, Mr. William Thomas","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1322","Adams, Mr. Robert John","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1323","Ahier, Mr. Percy Snowden","male",20,"victualling crew","S","Channel Islands",NA,NA,NA,NA,"no"
"1324","Akerman, Mr. Albert Edward","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1325","Akerman, Mr. Joseph Francis","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1326","Allaria, Sig. Battista Antonio","male",22,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1327","Allen, Mr. Ernest Frederick","male",24,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1328","Allen, Mr. Frederick","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1329","Allen, Mr. George","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1330","Allen, Mr. Henry","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1331","Allen, Mr. Robert Spencer","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1332","Allsop, Mr. Alfred Samuel","male",36,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1333","Allsop, Mr. Frank Richard","male",41,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1334","Anderson, Mr. James","male",40,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1335","Anderson, Mr. Walter Yuill","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1336","Andrews, Mr. Charles Edward","male",19,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1337","Archer, Mr. Ernest Edward","male",35,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1338","Ashcroft, Mr. Austin Aloysius","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1339","Ashe, Mr. Henry Wellesley","male",41,"victualling crew","S","Ireland",NA,NA,NA,NA,"no"
"1340","Aspeslagh, Mr. Georges","male",26,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1341","Avery, Mr. James Albert","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1342","Ayling, Mr. Edwin George","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1343","Back, Mr. Charles Frederick","male",37,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1344","Baggott, Mr. Allen Marden","male",28,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1345","Bagley, Mr. Edward Henry","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1346","Bailey, Mr. George Francis","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1347","Bailey, Mr. George Frank","male",46,"engineering crew","S","Wales",NA,NA,NA,NA,"no"
"1348","Bailey, Mr. Henry Joseph","male",46,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1349","Baines, Mr. Richard","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1350","Ball, Mr. Percy","male",19,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1351","Banfi, Sig. Ugo","male",24,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1352","Bannon, Mr. John Joseph","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1353","Barker, Mr. Albert Vale","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1354","Barker, Mr. Ernest Thomas","male",41,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1355","Barker, Mr. Reginald Lomond","male",42,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1356","Barlow, Mr. Charles","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1357","Barlow, Mr. George","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1358","Barnes, Mr. Charles","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1359","Barnes, Mr. Frederick Charles","male",40,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1360","Barnes, Mr. John","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1361","Barratt, Mr. Arthur","male",16,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1362","Barrett, Mr. Frederick","male",28,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1363","Barrett, Mr. Frederick William","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1364","Barringer, Mr. Arthur William","male",34,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1365","Barrow, Mr. Charles Henry John Barrow","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1366","Barrows, Mr. William","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1367","Barton, Mr. Sidney John","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1368","Basilico, Sig. Giovanni","male",27,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1369","Baxter, Mr. Harry Ross","male",53,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1370","Baxter, Mr. Thomas Ferguson","male",55,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"1371","Bazzi, Sig. Narciso","male",33,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1372","Beattie, Mr. Joseph","male",35,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"1373","Beauchamp, Mr. George William","male",24,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1374","Bedford, Mr. William Barnett","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1375","Beedem, Mr. George Arthur","male",35,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1376","Beere, Mr. William","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1377","Bell, Mr. Joseph","male",51,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1378","Bendell, Mr. Frank","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1379","Benham, Mr. Fred John","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1380","Bennett, Mr. George Alfred","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1381","Bennett, Mrs. Mabel","female",33,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1382","Benville, Mr. Edward","male",47,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1383","Bernardi, Sig. Battista","male",22,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1384","Bessant, Mr. Edward","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1385","Bessant, Mr. William Edward Lowe","male",39,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1386","Best, Mr. Edwin Alfred","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1387","Beux, Mr. David","male",26,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1388","Bevis, Mr. Joseph Henry","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1389","Biddlecombe, Mr. Reginald Charles","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1390","Bietrix, Mr. George Baptiste","male",28,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1391","Biggs, Mr. Edward Charles","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1392","Billows, Mr. James","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1393","Binstead, Mr. Walter William","male",20,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1394","Bishop, Mr. Walter Alexander","male",34,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1395","Blackman, Mr. Albert Edward","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1396","Black, Mr. Alexander","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1397","Black, Mr. D.","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1398","Blake, Mr. Percival Albert","male",23,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1399","Blake, Mr. Seaton","male",26,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1400","Blake, Mr. Thomas Henry","male",37,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1401","Blaney, Mr. James","male",32,"engineering crew","S","Northern Ireland",NA,NA,NA,NA,"no"
"1402","Blann, Mr. Eustace Horatius","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1403","Bliss, Mrs. Emma","female",45,"victualling crew","S","Switzerland",NA,NA,NA,NA,"yes"
"1404","Blumet, Mr. Jean Baptiste","male",26,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1405","Bochatay, Mr. Alexis Joseph","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1406","Bochet, Mr. Pierre Giuseppe","male",43,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1407","Bogie, Mr. Norman Leslie","male",59,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"1408","Bolhuis, Mr. Hendrik","male",27,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1409","Bond, Mr. William John","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1410","Boothby, Mr. Walter Thomas","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1411","Boston, Mr. William John","male",33,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1412","Bott, Mr. William Thomas","male",46,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1413","Boughton, Mr. Bernard John","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1414","Bowker, Miss. Ruth Harwood","female",31,"restaurant staff","S","England",NA,NA,NA,NA,"yes"
"1415","Boxhall, Mr. Joseph Groves","male",28,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1416","Boyd, Mr. John","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1417","Boyes, Mr. John Henry","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1418","Bradley, Mr. Patrick Joseph","male",39,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1419","Bradley, Mr. T.","male",29,"deck crew","S","England",NA,NA,NA,NA,"no"
"1420","Bradshaw, Mr. John Albert Perkin","male",43,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1421","Brewer, Mr. Harry","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1422","Brewster, Mr. George Henry","male",52,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1423","Briant, Mr. Albert","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1424","Brice, Mr. Walter Thomas","male",43,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1425","Bride, Mr. Harold Sydney","male",22,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1426","Bright, Mr. Arthur John","male",42,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1427","Bristow, Mr. Harry","male",38,"victualling crew","S",NA,NA,NA,NA,NA,"no"
"1428","Bristow, Mr. Robert Charles","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1429","Brookman, Mr. John Cress","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1430","Brooks, Mr. J.","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1431","Broome, Mr. Athol Frederick","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
